"Tair","FanMode","Velocity","Humidity","SET*","X2","X3","X5","X6","X7","X9","X12","X13","X14","X16","X17","X18","X19","X20","X23","X24","X25","X26"
22.5,4,1.37,50,16.8187835454156,0.0978468869639119,0.153872929584335,0,0.275111584797285,0.427398910617384,0.02210939771488,0.344677076477408,0.170821102769161,0,0.14031641673739,0.266767786531288,0.102766276909977,0.694407065496304,0.370783486830772,0.300395671946914,0.468486384695188,0.463217215799098,0.015362847285953
22.5,5,1.87,50,16.1795392044093,0,0,0,0.091149721811211,0.171159512689766,0,0.201699506580223,0,0,0.0167712148827922,0.0355713831273905,0,0.556211824385145,0.173485897060511,0.167870854821859,0.34234261407686,0.204970467397762,0
23,0,0.07,50,21.4567059433781,0.987822165079885,0.806918947620181,0.316642268852342,0.466635126669644,0.886375871411034,0.721837887578801,0.686528847204704,0.780954302292717,0.671477466754993,0.763273082837212,0.727518558503617,0.822068108578234,0.701781319640758,0.424108696673731,0.828320482244816,0.519624206534936,0.876402990023562,0.610119122375209
23,1,0.29,50,20.7612194681658,0.885857678775143,0.767254205717241,0.236223166547747,0.514236342768618,0.9113764981774,0.821595911628999,0.608262796209965,0.826944693982113,0.642206761883858,0.697461956871425,0.772041306066916,0.910418832413798,0.764272937487075,0.479626286346017,0.907260883601289,0.500938241063809,0.913730650154558,0.595601329777486
23,2,0.58,50,19.2549546963511,0.246121194694114,0.382796441887796,0.00635718497050446,0.489527192783145,0.687189047855603,0.497357088728812,0.376811919449163,0.494937813755945,0.244401285049876,0.297853690147938,0.51365000493186,0.664474551314296,0.650338745115942,0.367094465006415,0.70910616241486,0.382707602197273,0.709153650663178,0.268140184233678
23,3,0.94,50,18.2218340460146,0.152150453858785,0.185119921606919,0.0822459028595937,0.538725840379651,0.527112852758896,0.341239084198949,0.443651044490782,0.251760628456513,0.196017752734715,0.256864985396281,0.338078067611697,0.51607023822385,0.760397938316866,0.316203071317869,0.657525342766538,0.51003328086877,0.558777251670121,0.237931596480016
23,4,1.37,50,17.4435208874066,0,0.199817598859819,0.089935810610699,0.250000487646262,0.515505159955646,0.222334448334901,0.248911696741536,0.233436416053929,0.14947535009922,0.0379241330701765,0.335970350051386,0.347252340943319,0.58773288236164,0.392556710628498,0.540349963219631,0.350698744589202,0.550998189199074,0.18761310955742
23,5,1.87,50,16.8270917563112,0,0.0568945374405525,0,0.0934995344740003,0.33104811467378,0,0.162307037563419,0.0740101216598915,0,0,0.170119087234833,0.0638018151253117,0.511932576034739,0.273599216755032,0.261575144008775,0.285860247852118,0.36687795862876,0
23.5,0,0.07,50,21.975912132999,0.925791299345168,0.896821106298689,0.516250864541782,0.335364876853313,0.942763353502254,0.730271861462456,0.644104339697821,0.789344234724625,0.785974192056702,0.668000492866321,0.736467286923372,0.863149297390692,0.475294068019444,0.464394039044836,0.880621700956332,0.432999900475618,0.920546783341032,0.73037056869348
23.5,1,0.29,50,21.2922429942955,0.99858158867068,0.792483796292915,0.389451841767633,0.505567526649799,0.885281764142338,0.848768104541326,0.695877607806938,0.789496394914045,0.765623416873174,0.782087383060231,0.734960142365719,0.942772623450367,0.754508267751901,0.429210803919215,0.945990465417373,0.543236852354065,0.878560611275782,0.70543982828679
23.5,2,0.58,50,19.81868426042,0.548073712925514,0.413500201332595,0.0639379604980298,0.547141537921654,0.664161541437459,0.654680766917212,0.490160754807386,0.529064413469037,0.385564754786581,0.490986493652248,0.507279467276159,0.785576167622465,0.732014715675231,0.294589073355622,0.796726929788516,0.456900321950906,0.679468893734719,0.384824907789359
23.5,3,0.94,50,18.8136841838043,0.257846533992621,0.367458460434124,0.00447482830465905,0.618230519955346,0.698884745927895,0.394597478646868,0.492550316543732,0.463199730547577,0.182215723790869,0.357558674945595,0.515242585439136,0.577828551262451,0.786508823286494,0.42313311775694,0.661401910555664,0.526119746581849,0.725483255896781,0.218012751472188
23.5,4,1.37,50,18.0596212084672,0.143284161835283,0.121793016580611,0.0958368810522388,0.516472984714744,0.461661016120358,0.323418454403492,0.437942604663902,0.180601743671963,0.195705038047827,0.24226648212808,0.273068097738188,0.49032807113575,0.760042750700545,0.269115279813212,0.646067023001507,0.512435446817345,0.494417647990881,0.237672834851001
23.5,5,1.87,50,17.464646712629,0,0.0186634442578847,0,0.214281500695517,0.335531258192071,0.127595843270259,0.210456515369927,0.0530023488643003,0.0531996263131341,0,0.155507604015012,0.254094335928451,0.548801122194818,0.210236608301191,0.446445032105643,0.311399817347005,0.37096980464241,0.0915427888616256
24,0,0.07,50,22.4844194972403,0.968199896774661,0.858377667952229,0.655530191184984,0.332865734253871,0.883448813159736,0.696250907200077,0.715411604027476,0.66057538600917,0.853507973358006,0.66383514510661,0.597016701905338,0.877026888635135,0.333161233467343,0.393495651452308,0.906404894165466,0.466592015910105,0.845303479608393,0.814807908391555
24,1,0.29,50,21.8192427655917,1,0.903020044211245,0.48152787742611,0.472343039089532,0.957711524591316,0.754215768535879,0.755281511392785,0.821447444788855,0.777852307510323,0.798403307666019,0.76926575376521,0.875297111102147,0.64883533514387,0.483694978235921,0.88920769639386,0.557223330662837,0.939553627806579,0.719086897006836
24,2,0.58,50,20.3765724403561,0.787126590225739,0.59460681581414,0.0325372700448401,0.542695954396117,0.781708755761228,0.652808079115285,0.569802416207059,0.686564467133945,0.420543281763982,0.635146195936681,0.63886985695337,0.752083163270503,0.768991954565589,0.372219731302535,0.749586630820026,0.493884538756099,0.789693504788623,0.391094998301556
24,3,0.94,50,19.3980531350001,0.374586544214701,0.478813025950665,0.109982564100857,0.563018110870581,0.77128878695803,0.630812471181446,0.460752906425602,0.59407484111896,0.369157478540117,0.401937845864952,0.601778586012406,0.789631436882856,0.726929732955095,0.437811102896242,0.823821457222473,0.457104486511954,0.791633306653229,0.38754036087387
24,4,1.37,50,18.6669056622467,0.237250004024837,0.350009553787977,0,0.617216329375889,0.686844507187438,0.315872957607298,0.494127226556255,0.438833290592916,0.119809327481053,0.343496234359729,0.500887649383343,0.500355814174535,0.794213498746003,0.426717297650767,0.598352716246116,0.536300556645616,0.714839392768031,0.158119846342206
24,5,1.87,50,18.0918981775217,0.048907714482806,0.0857576146867552,0,0.425285044343606,0.426207847524096,0.146725609815604,0.343250095796747,0.146095939342,0.0156098333698548,0.149165846220036,0.237459677395397,0.315365112253873,0.664316021903214,0.229998899995209,0.468373130223515,0.416159678531283,0.458758621652655,0.0576118219536249
24.5,0,0.07,50,22.9939457032126,0.972306280440092,0.928382212053213,0.624226530231819,0.315325168739351,0.94268538687746,0.53684933434271,0.7469521488566,0.634292327887926,0.788259597001669,0.615662994199788,0.5466050589164,0.775992788225952,0.203619928744416,0.444626924990354,0.817080840016078,0.475994284634491,0.883424273346089,0.772535233828798
24.5,1,0.29,50,22.330878371875,0.980795199029512,0.969312886067698,0.650928481940769,0.356768874373213,0.99953588793089,0.739871312070598,0.719005457216234,0.799648222886603,0.86705525488915,0.69169116515948,0.740817254526621,0.904817715969559,0.399645134978079,0.512699916166426,0.930587366825032,0.480515724999307,0.966690987279792,0.822361208800925
24.5,2,0.58,50,20.9280991822253,0.820283174625867,0.729255412310522,0.197166150980153,0.404597567324101,0.856017782156383,0.752197699937232,0.528722348904422,0.771320609384923,0.600858117418549,0.621606901786489,0.7155863404719,0.840148444168294,0.660017844563287,0.415866061913222,0.838276437764307,0.407351671332069,0.855715340822951,0.548489196346919
24.5,3,0.94,50,19.9745033460314,0.712084355375554,0.518270916605298,0.142820776803331,0.638421711063597,0.751639636734434,0.750250018219918,0.602721474219091,0.630103536966442,0.486051517690156,0.624150294228054,0.599283276674538,0.870976949445872,0.834193272802936,0.369991996399789,0.876507260851094,0.557920859190222,0.764980848081986,0.477354042458554
24.5,4,1.37,50,19.2649309354768,0.278634403515785,0.465918669665454,0.113002100743171,0.518442646918362,0.769526106860033,0.606151470542232,0.406363415460609,0.57831989398805,0.352502376733989,0.328789542258209,0.596258989240282,0.772727486514975,0.679390457136737,0.448481423816237,0.816590930278064,0.411602638428011,0.791379437330212,0.375889943135238
24.5,5,1.87,50,18.7087240217549,0.0637437986805266,0.259718728736017,0,0.439098636446875,0.595201648068854,0.286095669458287,0.314916146953007,0.350557211963492,0.0853074886181492,0.168562530153074,0.409842961304003,0.470451033754294,0.613288924244553,0.330585200515807,0.564302023222099,0.354669168721473,0.622807105472585,0.122974816383838
25,0,0.07,50,23.5050276104742,0.840768558635808,0.962158059957055,0.664559820270329,0.194036781860472,0.974296202539058,0.493944193429265,0.63235963522613,0.573716092590396,0.82744819761656,0.444610786064255,0.456257161793182,0.795194099738103,0.03221312588753,0.472296062130255,0.847253376684884,0.371943115524195,0.888169264389409,0.835175278631446
25,1,0.29,50,22.8277173270748,1,0.932057943487149,0.736800522562967,0.352514113849295,0.948866201090848,0.685802252709808,0.771820432421611,0.669616583246515,0.907610392289939,0.665450094775156,0.590986060567006,0.905157487293785,0.270734195106259,0.453063891624055,0.942490763743702,0.505459658641848,0.89711865740729,0.88407366593068
25,2,0.58,50,21.4725840043044,0.93501122986343,0.724025179522457,0.374152473802714,0.411287868354368,0.802263328714109,0.773852700265377,0.634014071774102,0.695763469975182,0.726696655075255,0.709642361708855,0.642430388425421,0.874794714613782,0.644688353168717,0.33942817128972,0.881357856040769,0.465732391864574,0.791962775055078,0.665304214019235
25,3,0.94,50,20.5425053422379,0.899540057382933,0.72651273328741,0.12896934292773,0.595623474478822,0.894690720120059,0.740156747726879,0.651029492103895,0.806057818264322,0.528390698854487,0.729164237194399,0.754242848035056,0.833536294634871,0.833528014276839,0.475088117953201,0.830046049261423,0.561743911908251,0.900319458202806,0.491004131055369
25,4,1.37,50,19.853064665958,0.669197217227484,0.449648194128223,0.147582323511952,0.652102843685865,0.696553495257624,0.742503383407206,0.599638066597904,0.564577414312304,0.474103739179213,0.605128737423054,0.540691484150293,0.871104891474239,0.839278576868339,0.324255219064358,0.880884288240557,0.563857256599275,0.711431775185177,0.471633714555748
25,5,1.87,50,19.3145055799952,0.258150285544229,0.293178949465963,0.0173708731110943,0.479536736367345,0.592781026490172,0.521056382425532,0.3708271369907,0.406780244334612,0.264149170241699,0.300182222319059,0.420886457794807,0.684853807761341,0.641343172449905,0.267052574970332,0.724987880355938,0.372784353391091,0.614077631475343,0.285741119889115
25.5,0,0.07,50,24.0182157531774,0.795035219642002,0.866332155609072,0.651357889319194,0.203485533653059,0.884118957173192,0.431362092229645,0.587736515305288,0.398281114519339,0.829688832987538,0.395881734903495,0.25868495352076,0.790985982415637,0.036363267163262,0.3856213270646,0.852986063136876,0.389247075949479,0.767009101516785,0.855916806686966
25.5,1,0.29,50,23.3269444724371,0.984269981221227,0.985142201111946,0.68115192848093,0.329562043382418,0.997121867502726,0.535100901624729,0.771660832242684,0.62862701516009,0.841719056712383,0.598954280921435,0.521347090715395,0.814776466677965,0.178703568827444,0.495888974067868,0.863122263454705,0.502566840574103,0.920965224942609,0.841575222853181
25.5,2,0.58,50,22.0089657339176,0.9787687697739,0.846234501283254,0.439962653849677,0.384776564204819,0.890476738716129,0.641755549911521,0.69881254793938,0.733162464186409,0.704197371655117,0.718347271573389,0.680003578890347,0.777318385258232,0.516309056625962,0.411239806962122,0.7955536461986,0.485011633781918,0.867357872453167,0.649402255799405
25.5,3,0.94,50,21.1014594139077,0.913779806378943,0.824883284448596,0.338488375169486,0.45839211981951,0.934751516406492,0.852658363435851,0.614041119092023,0.846563015558622,0.732816917356803,0.706257447329063,0.791024518267164,0.94213782015267,0.714368707983294,0.486624616344256,0.942356354897025,0.477867619973388,0.931512417150101,0.675859769949293
25.5,4,1.37,50,20.4310296251202,0.884255478905787,0.712118890628735,0.0691169673867423,0.61952072774576,0.892966541739264,0.687386183390536,0.655796737506744,0.800264955220075,0.46142191868603,0.7257312353791,0.751038466778902,0.784507099130126,0.849780141621725,0.48007122692047,0.781552888712789,0.575523759368964,0.900188886546519,0.429298547820896
25.5,5,1.87,50,19.9086745678087,0.595425759515926,0.421695068380219,0,0.552289598587911,0.662449382083938,0.570114610482032,0.50734954041946,0.535372401430471,0.30331547299305,0.520251545019844,0.508214217250193,0.695059384760882,0.743320143515847,0.285815743216598,0.702779221696234,0.467460899560544,0.676628004910725,0.298013196595273
26,0,0.07,50,24.5332410775011,0.683711978296717,0.867040275982915,0.510813402488434,0.199540573819747,0.897652760382956,0.266827652273019,0.471669287189601,0.351448771958068,0.707745547958066,0.335031543117739,0.206351923219328,0.674217555227158,0.047726467556716,0.417610926730255,0.744895782490803,0.384805648820104,0.751730711401808,0.742483912734826
26,1,0.29,50,23.8285445905908,0.844025234824957,0.996818923291453,0.692394603695476,0.226102916623027,1,0.487312188457126,0.638020479357781,0.555411137538915,0.864062734034949,0.440292940213704,0.422334528468407,0.826291499519514,0.0574358580451011,0.510614347189095,0.884757057152148,0.410005929652009,0.906177960483948,0.884370386741064
26,2,0.58,50,22.5009206408881,0.882663958873963,0.912131678196994,0.604332090661014,0.246235137145721,0.936704834514491,0.640126415754124,0.630838825583832,0.711269874388728,0.80057636264561,0.576617603387348,0.647124399924358,0.822663380948392,0.242093871774635,0.446435205230882,0.852428127129499,0.380984076903237,0.897962255440485,0.762556057653336
26,3,0.94,50,21.6503506477829,1,0.817414160191972,0.493827720249225,0.491181614977812,0.882847510114116,0.829630430543687,0.745226797889101,0.762544702350857,0.818648182177514,0.806057697194556,0.710142040545492,0.93982645661665,0.699854824877385,0.413996655106061,0.950040348866266,0.561578297868361,0.868694917783673,0.757812947997447
26,4,1.37,50,20.9978643084829,0.858834359005806,0.822391725165441,0.320254584185545,0.426478135279347,0.942206064442654,0.859947807476889,0.563273521177407,0.856497510321462,0.721030724852574,0.656442063443159,0.800732410767925,0.948215361336693,0.682819553287263,0.498755082383237,0.947101471837009,0.435968701439088,0.940745336499159,0.666634138936378
26,5,1.87,50,20.4909115058414,0.717908021879251,0.626866764658621,0.038291926222276,0.431726655008973,0.800882550161199,0.653260213073901,0.478222922172393,0.710524374491623,0.434712363316091,0.552767453681216,0.659817409476975,0.748257058646776,0.666183590995924,0.384340182812049,0.74495027596017,0.393124621561566,0.807254576777639,0.39972253342393
26.5,0,0.07,50,25.0499107567446,0.431907302731297,0.809864609826509,0.487463242631369,0.0924206123712271,0.857876460807913,0.239538662232137,0.235082432285014,0.296493244435334,0.697934883454099,0.178968083096173,0.162222634254821,0.679406949616399,0,0.423489928838729,0.757267328925521,0.270391419258638,0.698082037341822,0.727349420806729
26.5,1,0.29,50,24.3322147906177,0.766262295249276,0.898596961255383,0.657710217123193,0.23430986127626,0.923440790407394,0.420439780077155,0.555194161326607,0.396527324072456,0.847642183762179,0.391329905440062,0.251419610370685,0.810826565494828,0.0752109491126744,0.433730275750659,0.878285579965972,0.420671223792808,0.787824890263554,0.880538099331431
26.5,2,0.58,50,22.9866482196973,0.919125357778329,0.843155737420586,0.676757424001,0.262257336950912,0.857549504666569,0.590872361619368,0.693432285516133,0.550453709908924,0.841009162212528,0.563193486967518,0.463180722112154,0.829137161978445,0.151716752025507,0.359581584155136,0.870062047534518,0.422609298447053,0.798631255716318,0.82493956157411
26.5,3,0.94,50,22.1822956750772,1,0.959529557382298,0.553259466732782,0.43361061639161,0.995663378853492,0.692608738680609,0.774431341749643,0.816433290718396,0.790147292023478,0.769608899856012,0.760911656031942,0.843298844963266,0.518386881453743,0.512149043399857,0.865575541087664,0.546925771758693,0.967528208259169,0.7403231269494
26.5,4,1.37,50,21.5528899822347,1,0.763193470522911,0.479317080033347,0.50933669589861,0.835455884673091,0.850634731488704,0.7463072435742,0.723110871917486,0.81976214770551,0.815765969457726,0.670258494975434,0.955468142264912,0.732750118202313,0.369826314065542,0.963643940341413,0.5710688752272,0.823458053927436,0.758409414686896
26.5,5,1.87,50,21.0603242381717,0.826727483428388,0.649934417884075,0.238525442074433,0.380248735737574,0.76369728198037,0.763212833407237,0.528408913579797,0.676633123100807,0.635713769501475,0.621199639962543,0.620969950871291,0.852105248546885,0.636634086534097,0.317395644985938,0.85176689168902,0.395764453216187,0.761173075745733,0.57970732104753
27,0,0.07,50,25.5682278751433,0.311667590310463,0.600780987340717,0.443933381247074,0.115817157223214,0.663364488751474,0.207587031329862,0.158877312727482,0.148014388480345,0.658654172321285,0.164403260474859,0.0345246543213588,0.662850277227112,0.00747237381615422,0.313946252824899,0.746147438553557,0.281500194907075,0.520371017349732,0.667961208325857
27,1,0.29,50,24.8381943807463,0.625831310886315,0.873007998116525,0.526194706000787,0.224756807076062,0.913689227713466,0.277746566551401,0.418976687907493,0.351801087855452,0.732080808172587,0.330105637571534,0.211467311989819,0.706347041935785,0.0855055306141096,0.45642083767081,0.781463708924533,0.406422442727775,0.756714340285184,0.765498259260204
27,2,0.58,50,23.475576126657,0.897588043774101,0.908749886078568,0.581107576508916,0.249175734107028,0.920796318206542,0.414259486760976,0.688624918706973,0.525482099221108,0.743457938462028,0.502941817234639,0.409654022901214,0.711966537793535,0.0887565808182483,0.418869009885179,0.763420422481308,0.42635154301263,0.836358130171178,0.749919650716897
27,3,0.94,50,22.660823067868,0.947474316993327,0.98701784016771,0.723338457481488,0.301711915086771,1,0.714089478244622,0.704831279459765,0.756219450813756,0.905034628641105,0.624884889475266,0.685632682360632,0.9142187297101,0.256829816742383,0.514150786146822,0.947711981699027,0.445858085685071,0.96248256934486,0.873892262208221
27,4,1.37,50,22.0944472274434,1,0.960262850511338,0.490323069847971,0.457203629465303,1,0.660916634139329,0.784667865575504,0.832523089501598,0.740724774029096,0.79248368085314,0.778391115219537,0.803725886114414,0.566158904351958,0.518936401002205,0.823947141139325,0.564008042003315,0.974807441444342,0.688233192353025
27,5,1.87,50,21.6161439379016,0.950738413587419,0.731033872652709,0.315377092990966,0.405403291918767,0.798811266718515,0.6637546375117,0.653484974754999,0.68140801847519,0.645779114404672,0.717482711113123,0.62886852795849,0.771989887820975,0.61957708314427,0.331070281940917,0.781479296654412,0.472782722062751,0.785427291075685,0.58470438298155
27.5,0,0.07,50,26.0881281760461,0.212479494132503,0.487505160209968,0.295359682907148,0.124999485361671,0.551620910728938,0.0813016121696938,0.112421121236562,0.140982734158604,0.503737889878862,0.146656238626291,0.0512758578367646,0.535646356640076,0.0362284904066841,0.324344510466292,0.622393178591072,0.275206853460696,0.460899388674341,0.481871771815092
27.5,1,0.29,50,25.3464036781016,0.389211798588614,0.782837338151953,0.49736813117619,0.134772804305773,0.840223489368823,0.254473180361338,0.214990742943735,0.297231039453142,0.71155152625701,0.198189595515352,0.174120252042132,0.705245032258859,0.0173045277301754,0.449259903385191,0.786447336501,0.306202641202773,0.685508276679126,0.731146055014331
27.5,2,0.58,50,23.9667352539539,0.721532902368972,0.922060322445221,0.603047598853173,0.122104072786051,0.938941885205063,0.386745434891396,0.514731965672126,0.460846376924811,0.779511189665596,0.320410592797511,0.322794248625464,0.740900927543479,0,0.439583685661103,0.80195866881942,0.307477258538215,0.824989401551126,0.804258594868958
27.5,3,0.94,50,23.1474448398992,1,0.917236678913096,0.745848645875476,0.346292338072524,0.930034389231287,0.629205746532378,0.785332783515591,0.594087434857814,0.906798801906199,0.633189621478661,0.497457871262354,0.886968883391081,0.213225592570695,0.430267726210602,0.93144989276535,0.513166123494372,0.863285331345274,0.898329222731716
27.5,4,1.37,50,22.5765669553959,0.908741102915895,0.997479850841837,0.721297182966761,0.267604300104573,1,0.735169079482647,0.661300782188972,0.78251625846205,0.910149469211756,0.594912942137062,0.71549084197386,0.925914091088764,0.243632945093635,0.528229425057665,0.957447535872045,0.406915357265156,0.978352784071197,0.875321499175651
27.5,5,1.87,50,22.1485026418078,0.876857620385273,0.867452000897455,0.463225699882503,0.268807566312674,0.905062162260895,0.614481988500556,0.60454688010274,0.730295665510286,0.705215837850583,0.604651866911868,0.675356967542059,0.762090110934687,0.362974771912703,0.422346845901633,0.783574801638311,0.379647667573311,0.877943918025985,0.654331206581636
28,0,0.07,50,26.6097104905337,0.0521982905361867,0.358026270043177,0.278989837219886,0.0298153806242334,0.408207358476105,0.0931310137200268,0,0.129709136466345,0.471440198847343,0.0339045625535485,0.0621514116546869,0.532717388757272,0,0.312616918178214,0.620745682709598,0.162965835518827,0.385920122673595,0.415440316280084
28,1,0.29,50,25.856913424179,0.286027247524828,0.570052736530045,0.447095209504445,0.155885128982562,0.635574636265614,0.222126987159142,0.163062883239491,0.172543242435658,0.659581271695385,0.188228509786297,0.072259742936837,0.678762957528752,0.0587522141546616,0.350638797081236,0.764235880179319,0.313253369143025,0.517913387419789,0.652488590892843
28,2,0.58,50,24.4609306168577,0.652407992319984,0.7908173052559,0.573085468758322,0.150276879079413,0.819255852992867,0.331150122613707,0.440429214042841,0.279257386797114,0.767575438103843,0.293380087838186,0.133848802384386,0.732687271027164,0,0.335307449950527,0.802233401209772,0.3360608262293,0.676833317161712,0.801887738273578
28,3,0.94,50,23.6371737054424,0.940016842801681,1,0.641790334200944,0.302699605712257,1,0.455615453065524,0.733393406345145,0.593315552885664,0.807707221968969,0.53865090179608,0.468907722558606,0.77257688155233,0.136324808529631,0.515172759599556,0.827307980941541,0.483499574380578,0.923324381471849,0.820891345001053
28,4,1.37,50,23.0657817781482,1,0.873657295073532,0.759852230007355,0.361544468535028,0.887161501225594,0.658282040758893,0.797150987982613,0.565929886272708,0.92209204345079,0.65578906110679,0.474104025772363,0.90611101608766,0.239102875658005,0.388255894621463,0.948796445318814,0.525228138121891,0.824461487397647,0.909767779106971
28,5,1.87,50,22.6363902262938,0.86629899462007,0.817628008041456,0.631275810462856,0.221809183724936,0.838506528591527,0.628589940725407,0.622276496646455,0.591433679012711,0.814930500044362,0.546256264642142,0.521916670619105,0.82597330058693,0.182848749651783,0.345773064972432,0.858899506241491,0.364580165316167,0.794649377706517,0.782706707434799
28.5,0,0.07,50,27.1328243041277,0.0539320540225508,0.152837366405954,0.252447835870886,0.0637874305983696,0.183262622122343,0.0965703351601052,0.0225200767245182,0.0220509345072519,0.422033115008577,0.0574267778835759,0,0.510822876952679,0.00572632444265942,0.191839942773726,0.597897434672669,0.179602959995673,0.215100276020475,0.338061639291463
28.5,1,0.29,50,26.3697302729813,0.205660657098752,0.450895659345223,0.316624897565803,0.158276676958017,0.508976237268929,0.117354600991646,0.130186105600612,0.169189961565121,0.517447540992418,0.169419117769893,0.0918380054012136,0.56524528824637,0.0789101569462933,0.354212811639713,0.652961321347615,0.299373736063716,0.455274503035283,0.476892634499146
28.5,2,0.58,50,24.9583275254006,0.516287424680668,0.774810380945948,0.415384892448671,0.15001536049767,0.819662925027548,0.16689563715752,0.31444366333394,0.256823904093224,0.624057894645126,0.244468188348721,0.119695333109174,0.602244816158893,0.0159289314685903,0.374593957049773,0.678953646485276,0.329694029742627,0.660503890201977,0.6555178577908
28.5,3,0.94,50,24.1296474354542,0.754094035746532,0.978004423976581,0.68347384137374,0.18144725415286,0.997999496365363,0.456341144914379,0.545482716427338,0.496285230634147,0.865923456656816,0.361121372215466,0.353954971864163,0.82741642882458,0.0165447922415373,0.50187524260403,0.89141149838842,0.36776268851966,0.874126512095595,0.895002338366876
28.5,4,1.37,50,23.558322857735,0.966953758216711,1,0.605000075260826,0.323644475975555,1,0.427849242855937,0.759402989249708,0.616316037254332,0.768995899878928,0.568375485988702,0.495976425480061,0.735475321685667,0.159653540511411,0.524293208837331,0.788621013935869,0.502793048300958,0.937145630314956,0.778969491274915
28.5,5,1.87,50,23.1302765375112,0.916353672491087,0.834753912694608,0.577604508109989,0.25848229309912,0.847682535254023,0.464038965698775,0.696901096247829,0.514837561763822,0.738762966052977,0.546959277034588,0.419224005375675,0.719709706861114,0.127512384812435,0.348087504155317,0.76381508126819,0.424706299809925,0.781796965876021,0.729484982256523
29,0,0.07,50,27.6574735256964,0.059511318243799,0.115507167229385,0.126799640001268,0.0821404252308387,0.130388676484052,0,0.0432141358141159,0.0493331309555383,0.269958161640843,0.0703075961336932,0.0144493780556796,0.381400377811847,0.0355543325745937,0.198674460170997,0.465374834633392,0.181289002633882,0.187719964010815,0.169989793017824
29,1,0.29,50,26.884868161936,0.0812616748498059,0.328895916403424,0.300250018980511,0.0790365599437531,0.368610333131671,0.130168664775692,0.0389403293437074,0.155805452464405,0.481321071892949,0.0768815345714237,0.0984570454460938,0.557521499184397,0.0146924824457954,0.333036258325319,0.64532466762607,0.203028923464012,0.378083759236203,0.409345015074938
